"","record","uuid","date","markers","status","D1","D2","H1","H2","vlist","qtime","vos","vosr15oe","vbrowser","vbrowserr15oe","vmobiledevice","vmobileos","start_date","testing","decLang","list","userAgent","dcua","session","source","url","HidQTest","QRACE","QRACEr5oe","S2","H3","H3A","R1","D103","H5","D109","D110","H4","T1","H1A","H5A","Z1","D111","D107","AGE2","EDU2","nweight","Q1","Q2","Q3","Q4","Q5","F1r1","F1r2","F1r3","F1r4","F1r5","F1r6","Q6","Q7r1","Q7r2","Q7r3","Q7r4","Q8","Q8r10oe","Q9","Q10","Q11r1","Q11r2","Q11r3","Q11r4","Q11r5","Q12","Q12X","Q13","Q14r1","Q14r2","Q14r3","Q14r4","Q14r5","Q14r6","Q14r7","Q14r8","Q15","Q16r1","Q16r2","Q16r3","Q16r4","Q16r5","Q16r6","Q16r7","Q16r8","Q17","Q17X","Q18r1","Q18r2","Q18r3","Q18r4","Q18r5","Q18r6","Q19","Q20r1","Q20r2","Q20r3","Q20r4","Q20r5","Q21r1","Q21r2","Q21r3","Q21r4","Q22","Q23","Q24r1","Q24r2","D101","conditionsmarker_Q18B","conditionsmarker_Q18A","PID"
"891",202,"gctz4c89shzak77k","11/13/2018 15:52","/TOTAL/CINT,/Gender/xJAGz,/Age/s5vPn,/GenderAge/EQkiw,/Race/FIYZ",3,2,68,4,4,1,667.64,14,"",10,"",1,2,"11/13/2018 15:41","","","114","Mozilla/5.0 (Linux; Android 8.0.0; XT1710-02 Build/ODS27.76-12-42; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/70.0.3538.80 Mobile Safari/537.36","sa","43361ufqxr5w3jsn","","/survey/selfserve/53d/181153?state=5184f27de3c126bef82bf61cd678149370dbfde3Q0006K9Q0000046b",3,1,"",10,5,3,1,2,1,1,1,2,4,8,1,"34661",3,3,4,1,1.84,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,"",2,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,4,4,4,4,4,4,4,4,4,1,5,1,4,7,0,1,"79f40abb-7b72-e9e1-c342-3cdf4f6db06b"
"892",993,"r24w7aqg2czsxnfv","11/13/2018 16:07","/TOTAL/CINT,/Gender/yaxdo,/Age/G6sOE,/GenderAge/rN2ZI,/Race/FIYZ",3,1,52,3,3,1,280.92,4,"",10,"",5,6,"11/13/2018 16:03","","","114","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36","..","4pbgv1wakhgegq4b","","/survey/selfserve/53d/181153?state=bf87a08628557370cfa473336d8524f31566cb09Q002AMDJ00000432",3,1,"",3,8,4,1,8,3,9,2,2,4,3,6,"85737",2,1,3,4,1.85,5,2,2,3,2,4,4,3,4,3,4,4,4,4,4,4,4,"",4,3,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,4,4,4,1,4,1,1,1,1,1,1,NA,2,2,1,1,1,1,4,4,4,4,4,4,4,4,4,1,1,1,4,3,1,0,"891afe96-f285-71bd-2d6f-c831fe29624c"
"893",1536,"rqhj3pc47z8q3mn8","11/13/2018 22:43","/TOTAL/CINT,/Gender/xJAGz,/Age/xZE0a,/GenderAge/aMoPc,/Race/yxIn",3,2,48,2,3,1,533.41,14,"",10,"",1,2,"11/13/2018 22:34","","","114","Mozilla/5.0 (Linux; Android 5.1.1; SM-G530T1 Build/LMY47X; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/70.0.3538.80 Mobile Safari/537.36","sa","yn9j79gfh896pg1b","","/survey/selfserve/53d/181153?state=490a26a03c5a6fead4365bad2a4989377beadd66Q003O92I000004b3",3,3,"",5,9,4,1,3,2,6,1,2,4,6,5,"85351",5,2,3,2,1.85,4,4,4,4,3,3,2,5,2,3,3,1,2,2,2,2,1,"",3,1,4,2,2,3,2,2,NA,1,1,1,1,1,1,1,1,1,1,3,5,5,5,2,2,1,4,1,1,2,NA,1,1,2,1,3,2,2,3,2,1,2,5,5,5,2,3,4,2,9,0,1,"ee603407-e981-2a33-6ffe-024ba89b31d1"
"894",30,"5j55jh6a1vj79vkh","11/13/2018 14:37","/TOTAL/CINT,/Gender/yaxdo,/Age/s5vPn,/GenderAge/mh3C3,/Race/FIYZ",3,1,68,4,4,1,779.2,14,"",10,"",1,2,"11/13/2018 14:24","","","114","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.80 Mobile Safari/537.36","sa","n5s5xu94w3muw59p","","/survey/selfserve/53d/181153?state=e5d2a0194894edebd8b38353e124d8a7cec5e2b2Q0000VV200000327",3,1,"",32,8,4,1,8,3,9,2,2,4,4,6,"87124",3,2,4,4,1.86,5,2,2,5,2,4,4,3,4,3,4,4,4,4,4,4,3,"",4,3,1,1,1,1,1,1,1,4,1,1,1,4,3,3,3,3,4,4,2,5,5,2,3,2,5,1,1,1,NA,1,1,1,1,6,3,3,3,5,3,3,5,3,3,5,1,2,4,2,0,1,"ec7749d2-163d-f460-412b-7f5cd283850a"
"895",235,"91vz7emuvk3jn6yu","11/13/2018 15:50","/TOTAL/CINT,/Gender/xJAGz,/Age/s5vPn,/GenderAge/EQkiw,/Race/FIYZ",3,2,76,4,5,1,460.24,14,"",10,"",1,2,"11/13/2018 15:43","","","114","Mozilla/5.0 (Linux; Android 8.1.0; Pixel 2 Build/OPM2.171026.006.G1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/70.0.3538.80 Mobile Safari/537.36","sa","7aw9f5tuwt3aqs8a","","/survey/selfserve/53d/181153?state=d05174d9d1fa7ce80c3148f7b93fd3cba56bef7dQ0009ZZP00000479",3,1,"",33,2,1,1,4,2,4,5,1,4,8,3,"10309",3,1,4,3,1.86,2,2,2,2,2,1,1,3,3,3,1,1,1,1,1,1,1,"",2,3,1,1,1,1,1,1,3,2,2,2,2,2,2,2,2,2,4,3,3,4,3,3,3,3,2,2,2,1,NA,1,1,1,1,4,2,2,2,2,2,2,2,2,2,3,2,2,2,2,0,1,"fc11460c-d2e8-a777-26f5-703a0bf906dc"
"896",562,"ztt673vx4fzepf9h","11/13/2018 15:53","/TOTAL/CINT,/Gender/xJAGz,/Age/G6sOE,/GenderAge/oBHBm,/Race/FIYZ",3,2,55,3,4,1,285.33,5,"",3,"",5,6,"11/13/2018 15:49","","","114","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko","..","1ek3s27dex3s1t5v","","/survey/selfserve/53d/181153?state=d8399de6f71cb98fe434ea7edb6914eef6572fdaQ000PTWN0000041d",3,1,"",18,6,3,1,4,2,7,1,2,4,7,6,"40258",1,1,3,3,1.86,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,11,"",2,2,3,2,3,2,1,1,3,3,2,1,1,1,1,1,1,2,2,2,3,2,3,3,2,2,3,2,2,1,NA,1,1,2,1,2,3,3,2,3,3,3,3,3,3,2,3,2,3,1,0,1,"79e2a4cc-a6fa-4dc2-d535-92c9f9f37f1e"
"897",1200,"qx4gp6nraba0pegw","11/13/2018 17:06","/TOTAL/CINT,/Gender/xJAGz,/Age/s5vPn,/GenderAge/EQkiw,/Race/FIYZ",3,2,65,4,4,1,853.4,4,"",10,"",5,6,"11/13/2018 16:52","","","114","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36","..","p3s8356u0qqzjcb7","","/survey/selfserve/53d/181153?state=acc0328ecfe6d9798b07ec3733fef5abdc2d48a8Q00346NS00000441",3,1,"",39,2,1,1,5,2,5,5,1,4,8,4,"17112",5,1,4,3,1.86,2,2,3,2,1,1,2,4,2,4,1,1,1,1,1,1,1,"",2,4,3,3,4,3,4,2,NA,2,4,3,4,4,4,4,4,2,2,1,1,5,2,3,4,2,2,4,4,2,NA,2,1,2,1,4,1,3,1,1,1,1,1,1,1,4,5,4,1,2,0,1,"25745c9a-5fab-7303-7e63-6a5f04e6484c"
"898",710,"4zrn9t6f89vu9fvu","11/13/2018 16:02","/TOTAL/CINT,/Gender/xJAGz,/Age/s5vPn,/GenderAge/EQkiw,/Race/FIYZ",3,2,79,4,5,1,642.31,4,"",10,"",5,6,"11/13/2018 15:52","","","114","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36","..","bhdhnnck94rbwh04","","/survey/selfserve/53d/181153?state=94ae86d141ca259bb40d3084e8b9ecc9c0301bf8Q001074Z0000042e",3,1,"",26,4,2,1,3,2,2,3,3,4,8,2,"65466",3,3,4,2,1.87,4,2,4,2,3,2,2,4,6,3,3,3,2,2,3,3,11,"",3,3,1,1,2,1,1,1,2,3,1,4,3,1,4,4,3,2,3,1,1,4,1,3,3,1,3,2,1,2,NA,1,1,2,1,5,3,4,2,2,3,3,3,5,3,3,2,2,3,7,0,1,"5b561ae5-8fbc-f554-611c-2c7d62d75f31"
"899",1141,"q2ttgu8deufp7c1u","11/13/2018 16:40","/TOTAL/CINT,/Gender/yaxdo,/Age/ySjbx,/GenderAge/k73Ap,/Race/FIYZ",3,1,27,1,2,1,711.17,12,"",11,"",1,1,"11/13/2018 16:29","","","114","Mozilla/5.0 (iPhone; CPU iPhone OS 12_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1","si","8d1ga7gn60xf7rur","","/survey/selfserve/53d/181153?state=8b97a0aa608b68be964bfa9238799ac9688608cfQ002X1CK00000491",3,1,"",48,9,4,1,4,2,8,2,2,4,1,6,"98040",1,1,1,3,1.88,5,2,2,2,1,4,4,2,4,2,4,4,4,4,4,4,4,"",4,2,1,1,1,1,2,1,3,3,1,1,1,1,1,1,4,2,4,4,3,1,4,1,1,1,1,1,1,1,NA,2,1,1,1,1,3,4,3,3,4,4,4,4,4,1,5,1,4,1,0,1,"8c710312-448a-0d7f-45eb-355a31785cc2"
"900",1592,"3qtpc4j1qcp1y4a6","11/14/2018 00:12","/TOTAL/CINT,/Gender/yaxdo,/Age/ySjbx,/GenderAge/k73Ap,/Race/FIYZ",3,1,25,1,2,1,342.79,12,"",11,"",1,1,"11/14/2018 00:06","","","114","Mozilla/5.0 (iPhone; CPU iPhone OS 12_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1","si","t7k429e1dwf9tyav","","/survey/selfserve/53d/181153?state=756ebbd3c62fb76b0ff3a6eb455cb7f885a27465Q003SRGV00000465",3,1,"",48,9,4,1,4,2,8,1,2,4,1,6,"11050",2,2,1,3,1.88,4,3,2,1,2,2,3,3,1,5,4,3,1,3,3,2,8,"",2,3,1,1,4,1,4,2,NA,1,4,1,3,2,1,2,4,1,4,4,3,2,3,1,1,2,1,1,2,2,NA,2,1,2,1,6,4,3,4,2,3,2,2,3,2,5,1,4,2,1,0,1,"3d39d695-60e0-c94a-356c-e01256fbb845"
"901",1012,"b8pr82cudthrp20n","11/13/2018 16:35","/TOTAL/CINT,/Gender/yaxdo,/Age/s5vPn,/GenderAge/mh3C3,/Race/FIYZ",3,1,70,4,4,1,1759.19,12,"",11,"",3,1,"11/13/2018 16:06","","","114","Mozilla/5.0 (iPad; CPU OS 10_3_3 like Mac OS X) AppleWebKit/603.3.8 (KHTML, like Gecko) Version/10.0 Mobile/14G60 Safari/602.1","ti","f0p43gdxf3admaj6","","/survey/selfserve/53d/181153?state=e8cf7251617b827c2d4f88dac1b0c33646db9afdQ002FQQW00000457",3,1,"",50,3,2,1,5,2,6,3,3,4,4,5,"54729",4,3,4,3,1.89,4,2,4,3,3,4,4,3,4,3,4,4,3,3,3,4,11,"",3,3,1,1,4,1,1,1,2,3,4,4,4,4,4,4,4,4,3,4,2,4,2,2,3,2,2,2,2,NA,1,1,1,1,1,5,2,2,2,2,2,2,2,2,2,3,2,2,4,7,1,0,"eeb0fe10-4f3a-6d14-87e9-c89bfab5dbc6"
"902",819,"sq06vnw2bsu6dtjj","11/13/2018 16:02","/TOTAL/CINT,/Gender/xJAGz,/Age/s5vPn,/GenderAge/EQkiw,/Race/FIYZ",3,2,71,4,4,1,516.98,4,"",10,"",5,6,"11/13/2018 15:54","","","114","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36","..","68zff42u8e9gw7kq","","/survey/selfserve/53d/181153?state=001ebd8728c211626e38c1dbf9c5de13bae3c545Q001CIGY0000042a",3,1,"",31,2,1,1,3,2,5,1,2,4,8,4,"07652",2,1,4,2,1.9,5,2,2,1,2,4,4,1,4,1,4,4,2,4,4,4,3,"",4,2,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,4,4,5,2,2,1,5,2,1,1,1,NA,1,1,1,1,2,1,4,4,4,4,4,4,4,4,4,1,5,1,4,7,1,0,"baacd9fe-3d0c-2b46-9b07-ef876e01ed22"
"903",1086,"kh4wwzgbxnequ1ea","11/13/2018 16:31","/TOTAL/CINT,/Gender/yaxdo,/Age/xZE0a,/GenderAge/sQTTp,/Race/FIYZ",3,1,43,2,3,1,804.7,4,"",10,"",5,6,"11/13/2018 16:18","","","114","Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36","..","652ztcdejftmat8y","","/survey/selfserve/53d/181153?state=07ab88d1f613e6124b7d8f11613fd89997d3ea21Q002RHP600000303",3,1,"",23,3,2,1,3,2,8,5,1,4,2,6,"48507",3,2,2,2,1.9,1,5,2,2,2,2,3,4,3,4,1,1,1,1,1,1,1,"",3,4,1,1,4,1,4,1,1,2,1,1,1,2,2,2,2,2,2,1,1,4,1,4,4,4,1,2,2,1,NA,2,1,1,2,5,1,1,1,1,1,1,1,4,4,5,4,5,5,6,0,1,"2711f062-a167-c9dc-259b-c63af79db1b7"
"904",527,"ycndrgsrbuhv6rzg","11/13/2018 16:03","/TOTAL/CINT,/Gender/xJAGz,/Age/G6sOE,/GenderAge/oBHBm,/Race/rKjB",3,2,62,3,4,1,864.51,13,"",11,"",5,6,"11/13/2018 15:48","","","114","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15","..","yy1c94uzqv2f1gnb","","/survey/selfserve/53d/181153?state=aa8950a78a0b7774d22ec396925429d932b591bbQ000L8L400000407",3,4,"",33,2,1,1,6,3,4,3,3,4,7,3,"12065",3,1,3,4,1.91,4,2,3,5,3,3,6,2,3,6,3,3,2,3,3,4,9,"",3,2,1,1,5,1,1,1,3,3,1,1,1,1,1,1,3,3,4,4,2,2,5,1,1,1,1,1,2,1,NA,1,1,1,1,5,4,3,3,5,5,4,4,4,4,1,1,5,5,1,0,1,"185531ba-02ae-d95b-6243-077e79a6d662"
"905",939,"cyv4p3y0ajhwqtcd","11/13/2018 16:05","/TOTAL/CINT,/Gender/yaxdo,/Age/G6sOE,/GenderAge/rN2ZI,/Race/yxIn",3,1,56,3,4,1,465.87,14,"",10,"",1,2,"11/13/2018 15:58","","","114","Mozilla/5.0 (Linux; Android 8.0.0; SAMSUNG-SM-G935A Build/R16NW; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/70.0.3538.80 Mobile Safari/537.36","sa","fmacht3ks6cw73qg","","/survey/selfserve/53d/181153?state=592f34ca4317e1e90e79e126bb2a719877622af1Q001WVGZ00000448",3,3,"",3,8,4,1,3,2,4,2,2,4,3,3,"85041",3,2,3,2,1.91,1,1,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,"",2,2,2,2,2,1,1,1,2,1,2,3,1,1,1,1,3,2,1,2,3,2,3,2,2,3,3,2,2,NA,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,2,3,3,2,1,1,0,"ff86e08e-bdf7-1587-b177-d6adfac1ae5c"
"906",329,"d3y3rdsv2tj00jwq","11/13/2018 15:58","/TOTAL/CINT,/Gender/xJAGz,/Age/xZE0a,/GenderAge/aMoPc,/Race/yxIn",3,2,36,2,2,1,683.11,4,"",2,"",5,6,"11/13/2018 15:46","","","114","Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134","..","mkxmnueqt0dy2wnw","","/survey/selfserve/53d/181153?state=143e4e6f06ed1b87dfb785320b28931739d810a3Q000EOM500000460",3,3,"",10,5,3,1,2,1,4,2,2,4,6,3,"33604",2,2,2,1,1.92,5,3,4,2,2,4,4,2,3,6,4,4,3,4,4,4,3,"",4,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,3,4,2,2,2,2,1,1,1,2,1,NA,2,1,2,1,1,4,4,4,3,4,4,4,4,4,2,3,5,5,2,0,1,"aa0165f3-126f-8025-360a-532a0a79c121"
"907",343,"6sf9hex733bew890","11/13/2018 16:00","/TOTAL/CINT,/Gender/xJAGz,/Age/G6sOE,/GenderAge/oBHBm,/Race/FIYZ",3,2,59,3,4,1,819.77,12,"",11,"",3,1,"11/13/2018 15:47","","","114","Mozilla/5.0 (iPad; CPU OS 12_0_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1","ti","324me3kxm5t78bws","","/survey/selfserve/53d/181153?state=76e0626ad87b8edaf33e7ed6c3c060e489942870Q000FIKC0000045c",3,1,"",9,5,3,1,6,3,9,3,3,4,7,6,"20024",4,2,3,4,1.92,1,3,3,1,1,2,1,4,2,4,3,1,1,2,2,2,1,"",1,3,1,1,1,1,1,1,1,6,2,2,2,2,2,2,2,2,2,2,2,5,2,2,3,2,2,1,1,NA,1,2,1,1,1,5,1,4,5,1,5,3,5,3,3,5,5,5,5,7,1,0,"bd0afc82-0d85-19b4-3d7b-ca21f993d650"
"908",1272,"zchygd62d56efvah","11/13/2018 17:11","/TOTAL/CINT,/Gender/xJAGz,/Age/s5vPn,/GenderAge/EQkiw,/Race/FIYZ",3,2,74,4,5,1,402.65,12,"",11,"",3,1,"11/13/2018 17:04","","","114","Mozilla/5.0 (iPad; CPU OS 10_3_3 like Mac OS X) AppleWebKit/603.3.8 (KHTML, like Gecko) Version/10.0 Mobile/14G60 Safari/602.1","ti","fb56fardchvc2zx8","","/survey/selfserve/53d/181153?state=cf4ab44b18ea3b8d99afea8573451606c4da18eaQ0039SHB0000032c",3,1,"",23,3,2,1,3,2,5,1,2,4,8,4,"48161",3,3,4,2,1.92,2,1,2,3,2,4,4,4,4,4,4,4,4,4,4,4,5,"",4,2,1,1,1,1,1,1,3,5,1,1,1,1,1,1,1,1,2,4,3,4,3,4,3,3,3,2,1,2,NA,2,2,2,2,2,3,3,3,3,3,4,4,4,4,3,3,1,4,7,0,1,"5f0baba1-bf00-90cc-0158-9d20a221aa72"
"909",868,"w5q4143mtff1n8zs","11/13/2018 16:01","/TOTAL/CINT,/Gender/yaxdo,/Age/ySjbx,/GenderAge/k73Ap,/Race/FIYZ",3,1,32,1,2,1,332.66,5,"",12,"",5,6,"11/13/2018 15:56","","","114","Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:63.0) Gecko/20100101 Firefox/63.0","..","8h3z13ja7fqnanw9","","/survey/selfserve/53d/181153?state=3c9826cd8dbcec13bfc2907b600b364764fa2851Q001MSBP00000442",3,1,"",5,9,4,1,6,3,7,3,3,4,1,6,"94538",3,1,2,4,1.93,1,2,3,2,2,1,4,4,4,4,1,1,1,1,1,1,1,"",4,4,5,5,5,5,5,2,NA,1,3,3,3,3,3,3,3,3,2,4,4,4,4,4,4,4,4,2,2,NA,2,2,2,2,2,5,1,1,1,1,1,1,1,1,1,5,5,5,5,1,1,0,"cbb3028c-838a-f3ad-8475-3498a2a0935a"
"910",1214,"r45tx2h9pkd08b3x","11/13/2018 17:00","/TOTAL/CINT,/Gender/xJAGz,/Age/s5vPn,/GenderAge/EQkiw,/Race/FIYZ",3,2,65,4,4,1,459.44,4,"",12,"",5,6,"11/13/2018 16:53","","","114","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:63.0) Gecko/20100101 Firefox/63.0","..","t719y7nkb7av70e3","","/survey/selfserve/53d/181153?state=61ca6c133ad3c072349fc94fb5616b96bdd2e6c7Q0034JP500000428",3,1,"",38,9,4,1,4,2,3,3,3,4,8,2,"97227",3,2,4,3,1.93,1,2,3,2,2,2,2,4,2,4,2,2,1,2,2,1,1,"",2,4,2,3,3,2,2,1,1,3,3,3,2,2,2,2,2,2,3,2,2,3,3,3,3,3,2,3,3,NA,2,1,2,2,2,5,1,2,1,1,1,2,2,1,2,3,4,4,2,3,1,0,"dbb5904d-1f90-bca2-bfb4-a69ef870099e"
"911",420,"fcythfpbka0ahn5u","11/13/2018 15:52","/TOTAL/CINT,/Gender/xJAGz,/Age/ySjbx,/GenderAge/YZ8P3,/Race/FIYZ",3,2,26,1,2,1,291.1,14,"",10,"",1,2,"11/13/2018 15:47","","","114","Mozilla/5.0 (Linux; Android 7.1.1; Z835 Build/NMF26V) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.109 Mobile Safari/537.36","sa","va68exdx4ektypj5","","/survey/selfserve/53d/181153?state=fd3af489386b4db3e708a689b53a123ee08c1bf6Q000JIEC00000488",3,1,"",34,5,3,1,5,2,9,3,3,4,5,6,"27870",3,3,1,3,1.94,2,2,2,2,2,3,3,2,2,3,1,2,2,3,1,2,1,"",2,2,2,2,1,3,1,1,1,3,2,1,3,1,2,1,1,1,2,2,2,3,2,1,1,2,3,2,1,NA,1,2,2,1,1,2,4,2,3,3,3,2,3,2,2,2,2,3,3,1,1,0,"c6525e57-5ac3-b510-65ae-687905d68a87"
"912",484,"qgy3d20m5jqd1vyy","11/13/2018 15:55","/TOTAL/CINT,/Gender/xJAGz,/Age/ySjbx,/GenderAge/YZ8P3,/Race/FIYZ",3,2,26,1,2,1,447.84,14,"",10,"",1,2,"11/13/2018 15:48","","","114","Mozilla/5.0 (Linux; Android 8.0.0; SM-G950U Build/R16NW; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/70.0.3538.80 Mobile Safari/537.36","sa","yfcgup1f6qqj6bu0","","/survey/selfserve/53d/181153?state=4cee27cdbcfdbe0e3328215ae837229f7ad0bb8cQ000JTLW00000475",3,1,"",44,7,3,1,4,2,8,3,3,4,5,6,"75057",3,1,1,3,1.94,4,3,3,3,3,6,6,6,6,6,6,3,4,4,4,4,2,"",3,3,1,1,1,1,1,1,2,4,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,1,1,NA,1,2,1,1,1,6,5,5,5,5,5,5,5,5,5,2,2,2,5,1,1,0,"1f8715d8-e575-fe65-b021-23acd2917109"
"913",606,"0py6qb96c46s0kfw","11/13/2018 16:01","/TOTAL/CINT,/Gender/yaxdo,/Age/G6sOE,/GenderAge/rN2ZI,/Race/FIYZ",3,1,63,3,4,1,720.27,4,"",2,"",5,6,"11/13/2018 15:50","","","114","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134","..","ukzmrms6jwhvgg30","","/survey/selfserve/53d/181153?state=c1c9d672b06535f76624868951bf49f10f0f0c95Q000RH9400000446",3,1,"",29,8,4,1,4,2,6,3,3,4,3,5,"89002",3,3,3,3,1.94,3,4,5,2,2,2,3,4,4,4,2,2,1,1,2,2,1,"",3,4,1,1,2,1,1,1,1,3,1,1,4,1,2,4,4,2,3,2,2,3,3,5,4,4,5,3,3,NA,1,2,2,2,1,3,1,3,1,1,2,5,5,2,3,4,2,2,3,1,1,0,"e799c847-209b-2645-aebe-feb269993393"
"914",984,"2epgx894ea9123zx","11/13/2018 16:09","/TOTAL/CINT,/Gender/xJAGz,/Age/s5vPn,/GenderAge/EQkiw,/Race/FIYZ",3,2,68,4,4,1,455.11,4,"",2,"",5,6,"11/13/2018 16:02","","","114","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134","..","eu2rduhmbnduk3gm","","/survey/selfserve/53d/181153?state=5e4679d6f24d8129e252d7ab2b48328e3c781e38Q0027W3600000435",3,1,"",38,9,4,1,4,2,5,5,1,4,8,4,"97502",5,1,4,3,1.94,2,4,4,2,2,1,3,4,2,4,1,1,1,1,1,1,1,"",4,4,2,4,4,2,4,1,1,6,4,4,4,4,4,4,4,4,1,1,1,4,1,4,4,4,5,3,3,NA,2,2,1,2,2,3,1,3,1,1,3,2,1,1,1,4,3,4,2,7,1,0,"fcf585cc-9370-7c26-c235-b3de9a8a0714"
"915",109,"a0nc6eg7bp6bmzgh","11/13/2018 15:45","/TOTAL/CINT,/Gender/xJAGz,/Age/G6sOE,/GenderAge/oBHBm,/Race/FIYZ",3,2,55,3,4,1,548.9,4,"",2,"",5,6,"11/13/2018 15:36","","","114","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134","..","rab8gzsybudvnf1g","","/survey/selfserve/53d/181153?state=3a8b0b26ef134df3676659ddb23a0bdd7ec512efQ0003BI400000448",3,1,"",33,2,1,1,4,2,8,5,1,4,7,6,"11432",5,2,3,3,1.95,2,2,3,2,2,1,1,6,6,2,2,2,1,1,3,2,11,"",2,3,1,1,1,1,1,1,3,3,2,2,2,2,2,2,2,2,3,1,1,5,5,1,2,2,2,1,1,1,NA,2,1,1,1,6,5,5,5,2,5,5,5,5,5,4,2,2,3,9,0,1,"75b3f270-fed8-eb7e-8489-c498f5d935ad"
"916",641,"txf87xaxjvhrj3cm","11/13/2018 15:58","/TOTAL/CINT,/Gender/xJAGz,/Age/G6sOE,/GenderAge/oBHBm,/Race/FIYZ",3,2,50,3,3,1,464.34,12,"",11,"",1,1,"11/13/2018 15:51","","","114","Mozilla/5.0 (iPhone; CPU iPhone OS 12_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1","si","dgh72uer5hat0jqd","","/survey/selfserve/53d/181153?state=369afc26f061f6d3063b1eceba18a59e08c909fbQ000V0QX0000045a",3,1,"",31,2,1,1,3,2,10,4,1,4,7,6,"07027",4,1,3,2,1.95,1,4,5,1,1,1,1,4,1,4,1,1,1,2,1,2,1,"",3,4,1,1,3,3,3,2,NA,2,1,2,2,4,2,3,2,2,3,1,1,4,1,3,3,2,2,3,3,2,NA,1,1,2,1,4,1,3,1,1,3,3,1,3,3,4,4,4,1,1,0,1,"af18ccd5-2fab-238e-2f2c-fa3348463b06"
